image,brand,body_style
"88,000+_Images_of_Cars_44352.jpg",CHEVROLET,suv
test_00560.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_6406.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_42723.jpg",FORD,suv
"88,000+_Images_of_Cars_34879.jpg",LEXUS,sports_car
test_06105.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_86013.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_52524.jpg",FIAT,sports_car
test_00574.jpg,FORD,family_car
"88,000+_Images_of_Cars_45058.jpg",FIAT,family_car
train_04687.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_63921.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_56742.jpg",FORD,suv
"88,000+_Images_of_Cars_2674.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_10717.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_59471.jpg",HYUNDAI,sports_car
train_01927.jpg,FORD,suv
"88,000+_Images_of_Cars_84604.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_50333.jpg",NISSAN,suv
test_02363.jpg,FORD,family_car
"88,000+_Images_of_Cars_16366.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_60596.jpg",KIA,sports_car
"88,000+_Images_of_Cars_47129.jpg",KIA,sedan
"88,000+_Images_of_Cars_70785.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_61850.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_84162.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_4563.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_82513.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_10071.jpg",FIAT,sports_car
train_00387.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_13578.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_62381.jpg",NISSAN,suv
test_00212.jpg,FORD,sports_car
"88,000+_Images_of_Cars_6374.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_9047.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_8359.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_44420.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_12921.jpg",KIA,family_car
"88,000+_Images_of_Cars_34058.jpg",RENAULT,suv
"88,000+_Images_of_Cars_65571.jpg",KIA,sedan
"88,000+_Images_of_Cars_23524.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_1584.jpg",HYUNDAI,sports_car
train_03711.jpg,KIA,hatchback
"88,000+_Images_of_Cars_75762.jpg",KIA,suv
"88,000+_Images_of_Cars_32429.jpg",HONDA,suv
train_05360.jpg,FIAT,sports_car
test_01093.jpg,OPEL,family_car
"88,000+_Images_of_Cars_21333.jpg",HYUNDAI,sedan
train_06669.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_31120.jpg",LEXUS,suv
"88,000+_Images_of_Cars_17859.jpg",KIA,sports_car
"88,000+_Images_of_Cars_3393.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_60409.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_40901.jpg",KIA,suv
"88,000+_Images_of_Cars_71504.jpg",FORD,suv
"88,000+_Images_of_Cars_85485.jpg",HONDA,family_car
"88,000+_Images_of_Cars_5084.jpg",FORD,sports_car
"88,000+_Images_of_Cars_58828.jpg",HONDA,family_car
train_07211.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_71262.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_28317.jpg",KIA,family_car
"88,000+_Images_of_Cars_61071.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_10688.jpg",KIA,sports_car
train_01660.jpg,FIAT,family_car
"88,000+_Images_of_Cars_77613.jpg",FORD,suv
"88,000+_Images_of_Cars_11596.jpg",LEXUS,suv
"88,000+_Images_of_Cars_10850.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_36129.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_87292.jpg",KIA,family_car
"88,000+_Images_of_Cars_64109.jpg",KIA,sports_car
"88,000+_Images_of_Cars_7693.jpg",FORD,suv
"88,000+_Images_of_Cars_63666.jpg",KIA,suv
test_07384.jpg,FORD,sports_car
"88,000+_Images_of_Cars_62578.jpg",ALFAROMEO,sports_car
train_03077.jpg,VOLVO,sports_car
"88,000+_Images_of_Cars_904.jpg",KIA,family_car
"88,000+_Images_of_Cars_65217.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_22148.jpg",KIA,sports_car
test_07390.jpg,CHEVROLET,suv
test_01939.jpg,FORD,suv
"88,000+_Images_of_Cars_85491.jpg",HONDA,family_car
"88,000+_Images_of_Cars_69439.jpg",CHEVROLET,suv
train_07205.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_76519.jpg",MAZDA,sports_car
test_04699.jpg,HONDA,sports_car
"88,000+_Images_of_Cars_61065.jpg",VOLVO,suv
"88,000+_Images_of_Cars_49931.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_77607.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_20987.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_31652.jpg",KIA,sedan
"88,000+_Images_of_Cars_21441.jpg",FORD,suv
"88,000+_Images_of_Cars_67414.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_21327.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_67372.jpg",OPEL,suv
"88,000+_Images_of_Cars_77161.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_58182.jpg",FORD,suv
train_01112.jpg,VOLVO,sports_car
"88,000+_Images_of_Cars_51818.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_3387.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_26448.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_19860.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_2099.jpg",FORD,sports_car
train_07563.jpg,CHEVROLET,sports_car
test_06930.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_72019.jpg",FORD,suv
train_03705.jpg,KIA,family_car
train_05374.jpg,KIA,sports_car
test_01087.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_70626.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_68069.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_17865.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_29753.jpg",RENAULT,suv
"88,000+_Images_of_Cars_77149.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_5906.jpg",FORD,sports_car
"88,000+_Images_of_Cars_79164.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_30202.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_83976.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_66044.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_72031.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_74440.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_32415.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_45845.jpg",KIA,sports_car
"88,000+_Images_of_Cars_22160.jpg",KIA,suv
"88,000+_Images_of_Cars_42694.jpg",CHEVROLET,sports_car
test_01911.jpg,RENAULT,family_car
"88,000+_Images_of_Cars_15914.jpg",FORD,family_car
"88,000+_Images_of_Cars_63882.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_72757.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_9682.jpg",CHEVROLET,suv
train_01884.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_66722.jpg",FORD,suv
"88,000+_Images_of_Cars_38138.jpg",HONDA,family_car
"88,000+_Images_of_Cars_47934.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_27018.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_76531.jpg",CHEVROLET,hatchback
"88,000+_Images_of_Cars_26306.jpg",KIA,family_car
"88,000+_Images_of_Cars_29035.jpg",HONDA,sedan
"88,000+_Images_of_Cars_70140.jpg",CITROEN,sports_car
train_06133.jpg,FORD,suv
"88,000+_Images_of_Cars_21469.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_50290.jpg",NISSAN,suv
train_07239.jpg,FORD,sports_car
"88,000+_Images_of_Cars_60347.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_78508.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_29021.jpg",NISSAN,family_car
train_01648.jpg,HYUNDAI,suv
train_06127.jpg,VOLVO,sports_car
"88,000+_Images_of_Cars_70154.jpg",KIA,suv
"88,000+_Images_of_Cars_22174.jpg",FORD,family_car
"88,000+_Images_of_Cars_88189.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_8588.jpg",NISSAN,suv
train_02341.jpg,SKODA,sports_car
"88,000+_Images_of_Cars_42680.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_62550.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_52493.jpg",KIA,sedan
train_04730.jpg,NISSAN,suv
"88,000+_Images_of_Cars_63896.jpg",HONDA,family_car
"88,000+_Images_of_Cars_34070.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_45689.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_72025.jpg",VOLVO,suv
"88,000+_Images_of_Cars_24263.jpg",FORD,suv
train_02427.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_45851.jpg",FORD,suv
"88,000+_Images_of_Cars_63128.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_64647.jpg",FORD,family_car
"88,000+_Images_of_Cars_22612.jpg",CITROEN,sports_car
train_05348.jpg,CHEVROLET,suv
train_06641.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_70632.jpg",NISSAN,sedan
"88,000+_Images_of_Cars_39554.jpg",LEXUS,suv
"88,000+_Images_of_Cars_38892.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_31108.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_56193.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_76243.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_69363.jpg",NISSAN,suv
"88,000+_Images_of_Cars_83962.jpg",LEXUS,suv
"88,000+_Images_of_Cars_37579.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_41404.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_70801.jpg",RENAULT,sedan
"88,000+_Images_of_Cars_49058.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_85320.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_18571.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_37592.jpg",KIA,sports_car
test_02559.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_68096.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_3350.jpg",HYUNDAI,sports_car
test_05236.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_11233.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_57266.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_78285.jpg",KIA,sedan
"88,000+_Images_of_Cars_7136.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_53000.jpg",VOLVO,suv
"88,000+_Images_of_Cars_45662.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_1547.jpg",NISSAN,suv
test_07421.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_55471.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_64874.jpg",FORD,hatchback
"88,000+_Images_of_Cars_13342.jpg",HYUNDAI,family_car
test_07347.jpg,HYUNDAI,hatchback
"88,000+_Images_of_Cars_33092.jpg",FORD,suv
"88,000+_Images_of_Cars_45104.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_88162.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_8563.jpg",HONDA,family_car
"88,000+_Images_of_Cars_72970.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_58633.jpg",NISSAN,suv
"88,000+_Images_of_Cars_20950.jpg",FORD,sedan
"88,000+_Images_of_Cars_57500.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_4359.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_10893.jpg",FORD,family_car
"88,000+_Images_of_Cars_77808.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_85446.jpg",HONDA,family_car
"88,000+_Images_of_Cars_41362.jpg",KIA,hatchback
"88,000+_Images_of_Cars_2728.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_31691.jpg",KIA,suv
"88,000+_Images_of_Cars_66911.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_3422.jpg",FORD,sports_car
"88,000+_Images_of_Cars_11541.jpg",RENAULT,sports_car
test_05544.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_21482.jpg",HYUNDAI,sedan
test_04882.jpg,FIAT,family_car
"88,000+_Images_of_Cars_85452.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_41376.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_55303.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_13356.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_63869.jpg",MAZDA,family_car
"88,000+_Images_of_Cars_45110.jpg",KIA,family_car
"88,000+_Images_of_Cars_8577.jpg",FORD,sports_car
"88,000+_Images_of_Cars_12048.jpg",FORD,suv
"88,000+_Images_of_Cars_72964.jpg",HONDA,suv
"88,000+_Images_of_Cars_34931.jpg",HONDA,family_car
train_04917.jpg,FORD,sports_car
"88,000+_Images_of_Cars_43561.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_32398.jpg",KIA,sedan
"88,000+_Images_of_Cars_44568.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_35391.jpg",NISSAN,suv
"88,000+_Images_of_Cars_37586.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_48352.jpg",FORD,sports_car
"88,000+_Images_of_Cars_68082.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_36698.jpg",NISSAN,sports_car
test_05222.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_45886.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_75945.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_15069.jpg",CHEVROLET,sedan
"88,000+_Images_of_Cars_52322.jpg",HONDA,sedan
test_00372.jpg,HYUNDAI,sedan
"88,000+_Images_of_Cars_13418.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_82473.jpg",KIA,hatchback
test_04114.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_46357.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_29948.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_49064.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_61930.jpg",FORD,suv
"88,000+_Images_of_Cars_50535.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_84002.jpg",NISSAN,suv
"88,000+_Images_of_Cars_39583.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_29790.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_40726.jpg",FORD,suv
"88,000+_Images_of_Cars_60390.jpg",KIA,sports_car
"88,000+_Images_of_Cars_70183.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_50253.jpg",CHEVROLET,sports_car
test_02203.jpg,HYUNDAI,sedan
"88,000+_Images_of_Cars_46431.jpg",CHEVROLET,suv
train_01847.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_68914.jpg",HYUNDAI,hatchback
test_04672.jpg,FORD,sports_car
"88,000+_Images_of_Cars_59511.jpg",KIA,suv
train_03088.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_52444.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_6572.jpg",VOLVO,suv
"88,000+_Images_of_Cars_14411.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_25814.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_44226.jpg",RENAULT,sports_car
test_06065.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_42643.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_1209.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_63855.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_25800.jpg",KIA,sedan
"88,000+_Images_of_Cars_7678.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_72958.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_40054.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_16212.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_4371.jpg",FORD,sports_car
train_01853.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_51159.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_82301.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_68900.jpg",CITROEN,sedan
train_00595.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_2066.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_70829.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_85308.jpg",HONDA,family_car
"88,000+_Images_of_Cars_66093.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_38689.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_61924.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_39597.jpg",MAZDA,family_car
test_02571.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_84016.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_3378.jpg",NISSAN,suv
"88,000+_Images_of_Cars_40732.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_74497.jpg",FORD,suv
"88,000+_Images_of_Cars_33904.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_6200.jpg",CHEVROLET,suv
test_00366.jpg,FORD,family_car
"88,000+_Images_of_Cars_86601.jpg",PEUGEOT,family_car
train_04095.jpg,KIA,family_car
"88,000+_Images_of_Cars_22809.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_75789.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_65015.jpg",KIA,suv
"88,000+_Images_of_Cars_80927.jpg",LEXUS,suv
"88,000+_Images_of_Cars_72569.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_75206.jpg",FORD,sports_car
"88,000+_Images_of_Cars_33253.jpg",KIA,sedan
"88,000+_Images_of_Cars_13183.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_52861.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_6957.jpg",HONDA,family_car
"88,000+_Images_of_Cars_14834.jpg",HYUNDAI,hatchback
test_06298.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_7491.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_35622.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_39018.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_59934.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_46814.jpg",FORD,sedan
"88,000+_Images_of_Cars_77411.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_71060.jpg",MAZDA,family_car
"88,000+_Images_of_Cars_37753.jpg",ALFAROMEO,sports_car
train_07775.jpg,FORD,sports_car
"88,000+_Images_of_Cars_69149.jpg",FORD,suv
"88,000+_Images_of_Cars_49299.jpg",SKODA,family_car
"88,000+_Images_of_Cars_38460.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_61515.jpg",NISSAN,family_car
test_02940.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_76069.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_4826.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_28673.jpg",FORD,suv
"88,000+_Images_of_Cars_18968.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_77377.jpg",OPEL,family_car
train_01304.jpg,LEXUS,family_car
"88,000+_Images_of_Cars_21131.jpg",CHEVROLET,suv
test_02798.jpg,HONDA,sports_car
"88,000+_Images_of_Cars_22438.jpg",NISSAN,suv
test_07838.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_25357.jpg",KIA,family_car
"88,000+_Images_of_Cars_63302.jpg",KIA,sedan
"88,000+_Images_of_Cars_24049.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_64479.jpg",HYUNDAI,sports_car
train_05176.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_35150.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_73105.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_25343.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_75574.jpg",FORD,sports_car
train_04268.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_26892.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_37747.jpg",ALFAROMEO,sports_car
test_03492.jpg,NISSAN,family_car
"88,000+_Images_of_Cars_27554.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_3185.jpg",CHEVROLET,sports_car
train_01310.jpg,KIA,hatchback
"88,000+_Images_of_Cars_31336.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_68243.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_67170.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_48193.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_11780.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_31450.jpg",KIA,suv
"88,000+_Images_of_Cars_61267.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_27232.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_28101.jpg",KIA,suv
train_07007.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_37021.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_11958.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_85693.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_38312.jpg",NISSAN,suv
"88,000+_Images_of_Cars_66508.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_65001.jpg",FORD,suv
"88,000+_Images_of_Cars_23054.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_80933.jpg",HYUNDAI,suv
train_03261.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_6943.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_7485.jpg",FORD,family_car
train_00998.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_39024.jpg",KIA,sedan
"88,000+_Images_of_Cars_59908.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_36317.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_29237.jpg",HONDA,hatchback
"88,000+_Images_of_Cars_26104.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_76733.jpg",LEXUS,suv
"88,000+_Images_of_Cars_43950.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_24713.jpg",SKODA,sports_car
train_03249.jpg,FIAT,suv
"88,000+_Images_of_Cars_32171.jpg",KIA,suv
train_05638.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_64337.jpg",LEXUS,sedan
test_07804.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_35178.jpg",HONDA,suv
"88,000+_Images_of_Cars_74642.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_62020.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_24075.jpg",FORD,sedan
"88,000+_Images_of_Cars_44959.jpg",VOLVO,suv
"88,000+_Images_of_Cars_87912.jpg",HONDA,family_car
"88,000+_Images_of_Cars_46196.jpg",HYUNDAI,suv
train_07749.jpg,CHEVROLET,sports_car
train_00026.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_30000.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_78078.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_26662.jpg",ALFAROMEO,sports_car
train_06457.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_47288.jpg",MAZDA,sedan
"88,000+_Images_of_Cars_70424.jpg",NISSAN,suv
"88,000+_Images_of_Cars_38448.jpg",FORD,suv
"88,000+_Images_of_Cars_30014.jpg",HONDA,sports_car
train_00032.jpg,HYUNDAI,hatchback
"88,000+_Images_of_Cars_29545.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_28883.jpg",KIA,suv
"88,000+_Images_of_Cars_21119.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_41835.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_44795.jpg",KIA,family_car
"88,000+_Images_of_Cars_1976.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_22410.jpg",HONDA,suv
"88,000+_Images_of_Cars_64445.jpg",FORD,suv
"88,000+_Images_of_Cars_65983.jpg",KIA,suv
"88,000+_Images_of_Cars_32603.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_87906.jpg",HONDA,family_car
"88,000+_Images_of_Cars_72227.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_72541.jpg",VOLVO,family_car
train_04532.jpg,NISSAN,suv
"88,000+_Images_of_Cars_24707.jpg",SKODA,hatchback
"88,000+_Images_of_Cars_25419.jpg",CHEVROLET,suv
train_02143.jpg,RENAULT,family_car
"88,000+_Images_of_Cars_64323.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_40295.jpg",MAZDA,suv
"88,000+_Images_of_Cars_77439.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_29223.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_76727.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_66534.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_69607.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_3807.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_71048.jpg",KIA,suv
"88,000+_Images_of_Cars_18015.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_51373.jpg",LEXUS,suv
"88,000+_Images_of_Cars_5245.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_16038.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_48622.jpg",MAZDA,sports_car
train_00967.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_58431.jpg",KIA,suv
"88,000+_Images_of_Cars_53564.jpg",VOLVO,suv
test_01534.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_24934.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_81422.jpg",FORD,sports_car
"88,000+_Images_of_Cars_1023.jpg",FIAT,sports_car
test_07145.jpg,FORD,family_car
"88,000+_Images_of_Cars_1745.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_14149.jpg",CHEVROLET,sports_car
train_02816.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_34299.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_53202.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_35187.jpg",NISSAN,suv
"88,000+_Images_of_Cars_43011.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_25394.jpg",FORD,suv
"88,000+_Images_of_Cars_57064.jpg",KIA,family_car
"88,000+_Images_of_Cars_37948.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_83553.jpg",HONDA,family_car
"88,000+_Images_of_Cars_48144.jpg",KIA,family_car
"88,000+_Images_of_Cars_26845.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_85122.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_5523.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_27583.jpg",KIA,family_car
"88,000+_Images_of_Cars_3146.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_78093.jpg",FORD,family_car
test_03451.jpg,RENAULT,sports_car
